stud_id,first_name,middle_name,last_name,valid_from,valid_to,latest,version_no
864,Ambur,Bellocht,Brundell,2/25/2020,till date,TRUE,1
865,Angel,Soggee,Phelip,7/25/2019,till date,TRUE,1
866,Shelba,Fisk,Leach,7/8/2019,till date,TRUE,1
867,Berkley,Bickardike,Bener,7/16/2019,till date,TRUE,1
868,,,,11/8/2019,till date,TRUE,1
869,Gloriana,Lorenzetto,Gambrell,6/28/2019,till date,TRUE,1
870,Ogden,Moralee,Roger,5/18/2020,till date,TRUE,1
871,Mickey,Whybray,Alexsandrov,8/16/2019,till date,TRUE,1
872,Cleveland,Ebbrell,Norvel,4/17/2020,till date,TRUE,1
873,Arne,Gaylard,Bispham,6/23/2019,till date,TRUE,1
874,Gib,Campbell-Dunlop,Gedling,5/25/2019,till date,TRUE,1
875,,,,9/23/2019,till date,TRUE,1
876,Lyda,Uwins,Firk,3/21/2020,till date,TRUE,1
877,,,,12/16/2019,till date,TRUE,1
878,Seamus,Frean,Salthouse,2/29/2020,till date,TRUE,1
879,Hendrick,Bean,Gerrell,7/30/2019,till date,TRUE,1
880,Winny,Lewson,Bachelor,1/4/2020,till date,TRUE,1
881,,,,10/16/2019,till date,TRUE,1
882,,,,6/26/2019,till date,TRUE,1
883,Harwell,Roberti,Garrish,5/15/2020,till date,TRUE,1
884,,,,11/23/2019,till date,TRUE,1
885,Sunshine,Dissman,Endean,2/10/2020,till date,TRUE,1
886,Kin,Cornish,Durrand,2/17/2020,till date,TRUE,1
887,Amata,Lamont,Janc,4/12/2020,till date,TRUE,1
888,Florina,Soane,Exell,2/4/2020,till date,TRUE,1
889,Hoebart,Bamsey,Myerscough,8/19/2019,till date,TRUE,1
890,Lew,Gerner,Woolatt,1/10/2020,till date,TRUE,1
891,,,,5/27/2019,till date,TRUE,1
892,Evin,Menauteau,Conrard,1/17/2020,till date,TRUE,1
893,,,,6/16/2019,till date,TRUE,1
894,Brenden,Hanshaw,Beinke,3/11/2020,till date,TRUE,1
895,Celia,Pawelec,Bondar,10/19/2019,till date,TRUE,1
896,Lefty,Perks,Hearthfield,7/24/2019,till date,TRUE,1
897,Sallyann,Gaddas,Knagges,7/29/2019,till date,TRUE,1
898,Dannie,Andreia,Methingam,3/7/2020,till date,TRUE,1
899,Willow,Eden,Sange,12/25/2019,till date,TRUE,1
900,Richy,MacRonald,Tersay,9/16/2019,till date,TRUE,1
901,,,,11/12/2019,till date,TRUE,1
902,Matty,Ellinor,Coppock.,1/22/2020,till date,TRUE,1
903,,,,4/20/2020,till date,TRUE,1
904,Aldridge,Philippard,Kahane,5/9/2020,till date,TRUE,1
905,,,,12/3/2019,till date,TRUE,1
906,Aloisia,Vondracek,Caffin,12/9/2019,till date,TRUE,1
907,Sawyere,Bollon,Hardiker,3/13/2020,till date,TRUE,1
908,Pandora,Blackborow,Skirlin,6/15/2019,till date,TRUE,1
909,,,,7/7/2019,till date,TRUE,1
910,Aurel,Wiggam,Lark,11/17/2019,till date,TRUE,1
911,Julienne,Kasher,Frankcombe,5/2/2020,till date,TRUE,1
912,Sully,Ouver,Brodest,6/13/2019,till date,TRUE,1
913,Dougie,MacCheyne,Akrigg,11/26/2019,till date,TRUE,1
914,Clemence,Glasser,Ealam,10/5/2019,till date,TRUE,1
915,Virgina,Paroni,Labusch,9/1/2019,till date,TRUE,1
916,Adlai,Finlow,Collingdon,1/23/2020,till date,TRUE,1
917,Elora,Hornbuckle,Eckhard,8/6/2019,till date,TRUE,1
918,Deny,Dawks,McQuaid,12/27/2019,till date,TRUE,1
919,Lorrin,Fulep,Bromehead,5/14/2020,till date,TRUE,1
920,,,,11/3/2019,till date,TRUE,1
921,Lethia,Shearwood,Gwinnett,8/3/2019,till date,TRUE,1
922,Annecorinne,Tiltman,McMeekan,5/28/2019,till date,TRUE,1
923,Tallie,Kellie,Parfrey,8/23/2019,till date,TRUE,1
924,Elliott,Squier,Jencey,8/1/2019,till date,TRUE,1
925,Aundrea,Nolder,Rainey,10/2/2019,till date,TRUE,1
926,Jareb,Van der Kruijs,McFayden,7/8/2019,till date,TRUE,1
927,Ibby,Tagg,Unstead,12/16/2019,till date,TRUE,1
928,,,,5/6/2020,till date,TRUE,1
929,Rutger,Ringe,O'Neil,6/6/2019,till date,TRUE,1
930,Vere,Bryers,Calvie,1/28/2020,till date,TRUE,1
931,,,,11/25/2019,till date,TRUE,1
932,Thebault,Dickings,Greasty,4/15/2020,till date,TRUE,1
933,,,,3/5/2020,till date,TRUE,1
934,Hobard,McCaster,Reignould,4/29/2020,till date,TRUE,1
935,Corbett,Challiss,Wandless,3/7/2020,till date,TRUE,1
936,Angelia,Delleschi,Woolard,3/5/2020,till date,TRUE,1
937,Vale,Corteis,Greest,4/23/2020,till date,TRUE,1
938,Rowena,Barlass,McKelvie,5/3/2020,till date,TRUE,1
939,Conrad,Lyver,Niemiec,6/12/2019,till date,TRUE,1
940,Dido,MacNamee,Stubbings,7/13/2019,till date,TRUE,1
941,Cathie,Dongles,Melledy,5/16/2020,till date,TRUE,1
942,Kelsey,Seckington,Spencock,7/26/2019,till date,TRUE,1
943,Brandice,Mycroft,Lidden,7/29/2019,till date,TRUE,1
944,Fairlie,Berks,Best,11/25/2019,till date,TRUE,1
945,Kora,Duffit,McEniry,2/19/2020,till date,TRUE,1
946,,,,7/17/2019,till date,TRUE,1
947,Lyn,Sedman,Scorthorne,7/16/2019,till date,TRUE,1
948,,,,7/26/2019,till date,TRUE,1
949,Reynard,Alltimes,Scarasbrick,3/24/2020,till date,TRUE,1
950,,,,5/5/2020,till date,TRUE,1
951,Brooks,Coatham,Stockwell,2/5/2020,till date,TRUE,1
952,Augustine,Hastin,O'Keenan,12/25/2019,till date,TRUE,1
953,Caryn,Fairbard,Skakunas,10/26/2019,till date,TRUE,1
954,Hillary,Paffitt,Baguley,10/13/2019,till date,TRUE,1
955,Knox,Avieson,Shipston,1/28/2020,till date,TRUE,1
956,,,,2/18/2020,till date,TRUE,1
957,Dedie,Annakin,Anthes,1/26/2020,till date,TRUE,1
958,Sisely,Tylor,Crosdill,11/3/2019,till date,TRUE,1
959,Henderson,Corston,Adnams,6/23/2019,till date,TRUE,1
960,Julie,Milkins,Rickerby,5/29/2019,till date,TRUE,1
961,Pancho,Herreran,Champe,12/8/2019,till date,TRUE,1
962,Leanora,Mossop,Haslock(e),2/25/2020,till date,TRUE,1
963,Shannan,Ropkes,Persent,12/26/2019,till date,TRUE,1
964,Lorelle,Pichan,Reape,4/29/2020,till date,TRUE,1
965,,,,12/8/2019,till date,TRUE,1
966,Jocko,Penhale,Ramard,12/22/2019,till date,TRUE,1
967,Edik,Sine,Pinnington,3/30/2020,till date,TRUE,1
968,Junina,Dunbobbin,Jimmes,11/29/2019,till date,TRUE,1
969,Morgan,Jessopp,Fodden,1/15/2020,till date,TRUE,1
970,Thornton,Slayny,Vedyasov,7/5/2019,till date,TRUE,1
971,Zelig,Winder,Winwood,6/24/2019,till date,TRUE,1
972,Rodrigo,Goligher,Langman,10/19/2019,till date,TRUE,1
973,Timofei,Irvine,Dodshun,7/31/2019,till date,TRUE,1
974,Sherman,Franklin,MacGarvey,12/10/2019,till date,TRUE,1
975,Liza,Harse,Nilles,2/4/2020,till date,TRUE,1
976,Shani,O'Scully,Sotham,3/4/2020,till date,TRUE,1
977,Augustin,Blagden,MacCleay,2/29/2020,till date,TRUE,1
978,Lee,Arber,Carles,10/7/2019,till date,TRUE,1
979,Lyssa,Paeckmeyer,Oakenfall,9/13/2019,till date,TRUE,1
980,,,,3/22/2020,till date,TRUE,1
981,Rosaline,Rothera,Pickring,5/6/2020,till date,TRUE,1
982,Kaylee,Hansed,Stonhewer,5/17/2020,till date,TRUE,1
983,,,,8/25/2019,till date,TRUE,1
984,Symon,Stroband,Mayling,10/13/2019,till date,TRUE,1
985,Nathan,Quarlis,Brecon,6/6/2019,till date,TRUE,1
986,Bartolemo,Mardoll,O'Deoran,10/5/2019,till date,TRUE,1
987,Neill,Ivanishin,McClelland,12/16/2019,till date,TRUE,1
988,Delila,Tremble,Swanton,5/4/2020,till date,TRUE,1
989,Britney,Jorissen,Biskupiak,3/7/2020,till date,TRUE,1
990,Elnora,Livett,Devonport,5/25/2019,till date,TRUE,1
991,Pia,Rossoni,Sam,10/17/2019,till date,TRUE,1
992,,,,6/8/2019,till date,TRUE,1
993,Cass,Charnley,McMorran,7/27/2019,till date,TRUE,1
994,Lucienne,Smardon,Beacock,4/10/2020,till date,TRUE,1
995,Sisely,Cordle,Savins,9/27/2019,till date,TRUE,1
996,Lenci,Tudge,Stoakley,7/7/2019,till date,TRUE,1
997,Bernarr,Geeritz,Ginty,8/11/2019,till date,TRUE,1
998,Bobby,Pitford,Cragoe,9/15/2019,till date,TRUE,1
999,Dode,O'Regan,Ashness,12/17/2019,till date,TRUE,1
1000,Merna,Pengilly,Gadney,11/24/2019,till date,TRUE,1
